country;year;category;group;subgroup;consumption
Iceland;2015;Non-Animal;Carbohydrates;Cereals and Grains ;655
Iceland;2015;Non-Animal;Carbohydrates;Starchy Roots and pulses ;58,5
Iceland;2015;Animal;Dairy & Eggs ;;588
Iceland;2015;Non-Animal;Carbohydrates;Sugar ;428
Iceland;2015;Non-Animal;Oils & Fats ;;433
Iceland;2015;Animal;Meat ;;711
Iceland;2016;Animal;Dairy & Eggs ;;590
Iceland;2016;Non-Animal;Fruit and Vegetables ;;205
Iceland;2016;Non-Animal;Carbohydrates;Cereals and Grains ;684
Iceland;2016;Animal;Meat ;;745
Iceland;2016;Non-Animal;Alcoholic Beverages ;;142
Iceland;2016;Non-Animal;Carbohydrates;Sugar ;425
Iceland;2016;Non-Animal;Oils & Fats ;;419
Iceland;2016;Non-Animal;Carbohydrates;Starchy Roots and pulses ;52,5
Iceland;2017;Non-Animal;Carbohydrates;Cereals and Grains ;699
Iceland;2017;Non-Animal;Carbohydrates;Starchy Roots and pulses ;48,5
Iceland;2017;Animal;Meat ;;734
Iceland;2017;Animal;Dairy & Eggs ;;587
Iceland;2017;Non-Animal;Fruit and Vegetables ;;196
Iceland;2017;Non-Animal;Oils & Fats ;;416
Iceland;2017;Non-Animal;Alcoholic Beverages ;;141
Iceland;2017;Non-Animal;Carbohydrates;Sugar ;425
Iceland;2018;Non-Animal;Oils & Fats ;;428
Iceland;2018;Animal;Meat ;;695
Iceland;2018;Animal;Dairy & Eggs ;;604
Iceland;2018;Non-Animal;Carbohydrates;Sugar ;442
Iceland;2018;Non-Animal;Alcoholic Beverages ;;141
Iceland;2018;Non-Animal;Fruit and Vegetables ;;184
Iceland;2018;Non-Animal;Carbohydrates;Cereals and Grains ;669
Iceland;2018;Non-Animal;Carbohydrates;Starchy Roots and pulses ;53,5
Iceland;2019;Non-Animal;Carbohydrates;Sugar ;442
Iceland;2019;Non-Animal;Oils & Fats ;;445
Iceland;2019;Animal;Meat ;;668
Iceland;2019;Non-Animal;Alcoholic Beverages ;;123
Iceland;2019;Non-Animal;Carbohydrates;Starchy Roots and pulses ;55,5
Iceland;2019;Animal;Dairy & Eggs ;;591
Iceland;2019;Non-Animal;Fruit and Vegetables ;;179
Iceland;2019;Non-Animal;Carbohydrates;Cereals and Grains ;667
Iceland;2020;Non-Animal;Alcoholic Beverages ;;133
Iceland;2020;Non-Animal;Carbohydrates;Sugar ;432
Iceland;2020;Non-Animal;Oils & Fats ;;432
Iceland;2020;Non-Animal;Carbohydrates;Starchy Roots and pulses ;53,5
Iceland;2020;Non-Animal;Carbohydrates;Cereals and Grains ;657
Iceland;2020;Animal;Meat ;;697
Iceland;2020;Animal;Dairy & Eggs ;;590
Iceland;2020;Non-Animal;Fruit and Vegetables ;;184
Iceland;2021;Non-Animal;Carbohydrates;Cereals and Grains ;694
Iceland;2021;Non-Animal;Carbohydrates;Starchy Roots and pulses ;38,5
Iceland;2021;Non-Animal;Fruit and Vegetables ;;198
Iceland;2021;Non-Animal;Oils & Fats ;;441
Iceland;2021;Animal;Meat ;;693
Iceland;2021;Animal;Dairy & Eggs ;;601
Iceland;2021;Non-Animal;Alcoholic Beverages ;;129
Iceland;2021;Non-Animal;Carbohydrates;Sugar ;437
Iceland;2022;Non-Animal;Alcoholic Beverages ;;131
Iceland;2022;Non-Animal;Fruit and Vegetables ;;196
Iceland;2022;Non-Animal;Carbohydrates;Cereals and Grains ;698
Iceland;2022;Non-Animal;Carbohydrates;Starchy Roots and pulses ;30,5
Iceland;2022;Animal;Dairy & Eggs ;;573
Iceland;2022;Non-Animal;Carbohydrates;Sugar ;434
Iceland;2022;Non-Animal;Oils & Fats ;;457
Iceland;2022;Animal;Meat ;;710
Ireland;2014;Non-Animal;Carbohydrates;Cereals and Grains ;896
Ireland;2014;Non-Animal;Carbohydrates;Starchy Roots and pulses ;97
Ireland;2014;Non-Animal;Fruit and Vegetables ;;152
Ireland;2014;Non-Animal;Oils & Fats ;;591
Ireland;2014;Animal;Meat ;;470
Ireland;2014;Animal;Dairy & Eggs ;;461
Ireland;2014;Non-Animal;Alcoholic Beverages ;;301
Ireland;2014;Non-Animal;Carbohydrates;Sugar ;354
Ireland;2015;Non-Animal;Alcoholic Beverages ;;291
Ireland;2015;Non-Animal;Fruit and Vegetables ;;166
Ireland;2015;Non-Animal;Carbohydrates;Cereals and Grains ;981
Ireland;2015;Non-Animal;Carbohydrates;Starchy Roots and pulses ;102
Ireland;2015;Animal;Dairy & Eggs ;;406
Ireland;2015;Non-Animal;Carbohydrates;Sugar ;365
Ireland;2015;Non-Animal;Oils & Fats ;;544
Ireland;2015;Animal;Meat ;;486
Ireland;2016;Animal;Dairy & Eggs ;;443
Ireland;2016;Non-Animal;Fruit and Vegetables ;;186
Ireland;2016;Non-Animal;Carbohydrates;Cereals and Grains ;938
Ireland;2016;Animal;Meat ;;440
Ireland;2016;Non-Animal;Alcoholic Beverages ;;322
Ireland;2016;Non-Animal;Carbohydrates;Sugar ;373
Ireland;2016;Non-Animal;Oils & Fats ;;578
Ireland;2016;Non-Animal;Carbohydrates;Starchy Roots and pulses ;93
Ireland;2017;Non-Animal;Carbohydrates;Cereals and Grains ;973
Ireland;2017;Non-Animal;Carbohydrates;Starchy Roots and pulses ;88,5
Ireland;2017;Animal;Meat ;;434
Ireland;2017;Animal;Dairy & Eggs ;;445
Ireland;2017;Non-Animal;Fruit and Vegetables ;;200
Ireland;2017;Non-Animal;Oils & Fats ;;603
Ireland;2017;Non-Animal;Alcoholic Beverages ;;302
Ireland;2017;Non-Animal;Carbohydrates;Sugar ;377
Ireland;2018;Non-Animal;Oils & Fats ;;585
Ireland;2018;Animal;Meat ;;434
Ireland;2018;Animal;Dairy & Eggs ;;415
Ireland;2018;Non-Animal;Carbohydrates;Sugar ;361
Ireland;2018;Non-Animal;Alcoholic Beverages ;;281
Ireland;2018;Non-Animal;Fruit and Vegetables ;;189
Ireland;2018;Non-Animal;Carbohydrates;Cereals and Grains ;1041
Ireland;2018;Non-Animal;Carbohydrates;Starchy Roots and pulses ;99
Ireland;2019;Non-Animal;Carbohydrates;Sugar ;358
Ireland;2019;Non-Animal;Oils & Fats ;;605
Ireland;2019;Animal;Meat ;;410
Ireland;2019;Non-Animal;Alcoholic Beverages ;;286
Ireland;2019;Non-Animal;Carbohydrates;Starchy Roots and pulses ;101
Ireland;2019;Animal;Dairy & Eggs ;;402
Ireland;2019;Non-Animal;Fruit and Vegetables ;;190
Ireland;2019;Non-Animal;Carbohydrates;Cereals and Grains ;1068
Ireland;2020;Non-Animal;Alcoholic Beverages ;;292
Ireland;2020;Non-Animal;Carbohydrates;Sugar ;419
Ireland;2020;Non-Animal;Oils & Fats ;;605
Ireland;2020;Non-Animal;Carbohydrates;Starchy Roots and pulses ;88
Ireland;2020;Non-Animal;Carbohydrates;Cereals and Grains ;1053
Ireland;2020;Animal;Meat ;;392
Ireland;2020;Animal;Dairy & Eggs ;;404
Ireland;2020;Non-Animal;Fruit and Vegetables ;;193
Ireland;2021;Non-Animal;Carbohydrates;Cereals and Grains ;1079
Ireland;2021;Non-Animal;Carbohydrates;Starchy Roots and pulses ;85,5
Ireland;2021;Non-Animal;Fruit and Vegetables ;;201
Ireland;2021;Non-Animal;Oils & Fats ;;602
Ireland;2021;Animal;Meat ;;426
Ireland;2021;Animal;Dairy & Eggs ;;354
Ireland;2021;Non-Animal;Alcoholic Beverages ;;289
Ireland;2021;Non-Animal;Carbohydrates;Sugar ;417
Ireland;2022;Non-Animal;Alcoholic Beverages ;;305
Ireland;2022;Non-Animal;Fruit and Vegetables ;;211
Ireland;2022;Non-Animal;Carbohydrates;Cereals and Grains ;1073
Ireland;2022;Non-Animal;Carbohydrates;Starchy Roots and pulses ;92,5
Ireland;2022;Animal;Dairy & Eggs ;;393
Ireland;2022;Non-Animal;Carbohydrates;Sugar ;395
Ireland;2022;Non-Animal;Oils & Fats ;;551
Ireland;2022;Animal;Meat ;;439
Italy;2014;Non-Animal;Carbohydrates;Cereals and Grains ;1125
Italy;2014;Non-Animal;Carbohydrates;Starchy Roots and pulses ;60
Italy;2014;Non-Animal;Fruit and Vegetables ;;295
Italy;2014;Non-Animal;Oils & Fats ;;802
Italy;2014;Animal;Meat ;;429
Italy;2014;Animal;Dairy & Eggs ;;333
Italy;2014;Non-Animal;Alcoholic Beverages ;;130
Italy;2014;Non-Animal;Carbohydrates;Sugar ;304
Italy;2015;Non-Animal;Alcoholic Beverages ;;123
Italy;2015;Non-Animal;Fruit and Vegetables ;;296
Italy;2015;Non-Animal;Carbohydrates;Cereals and Grains ;1133
Italy;2015;Non-Animal;Carbohydrates;Starchy Roots and pulses ;60,5
Italy;2015;Animal;Dairy & Eggs ;;328
Italy;2015;Non-Animal;Carbohydrates;Sugar ;284
Italy;2015;Non-Animal;Oils & Fats ;;878
Italy;2015;Animal;Meat ;;434
Italy;2016;Animal;Dairy & Eggs ;;316
Italy;2016;Non-Animal;Fruit and Vegetables ;;296
Italy;2016;Non-Animal;Carbohydrates;Cereals and Grains ;1134
Italy;2016;Animal;Meat ;;440
Italy;2016;Non-Animal;Alcoholic Beverages ;;124
Italy;2016;Non-Animal;Carbohydrates;Sugar ;282
Italy;2016;Non-Animal;Oils & Fats ;;877
Italy;2016;Non-Animal;Carbohydrates;Starchy Roots and pulses ;59,5
Italy;2017;Non-Animal;Carbohydrates;Cereals and Grains ;1129
Italy;2017;Non-Animal;Carbohydrates;Starchy Roots and pulses ;57,5
Italy;2017;Animal;Meat ;;430
Italy;2017;Animal;Dairy & Eggs ;;335
Italy;2017;Non-Animal;Fruit and Vegetables ;;290
Italy;2017;Non-Animal;Oils & Fats ;;873
Italy;2017;Non-Animal;Alcoholic Beverages ;;114
Italy;2017;Non-Animal;Carbohydrates;Sugar ;282
Italy;2018;Non-Animal;Oils & Fats ;;844
Italy;2018;Animal;Meat ;;436
Italy;2018;Animal;Dairy & Eggs ;;319
Italy;2018;Non-Animal;Carbohydrates;Sugar ;281
Italy;2018;Non-Animal;Alcoholic Beverages ;;106
Italy;2018;Non-Animal;Fruit and Vegetables ;;325
Italy;2018;Non-Animal;Carbohydrates;Cereals and Grains ;1140
Italy;2018;Non-Animal;Carbohydrates;Starchy Roots and pulses ;60
Italy;2019;Non-Animal;Carbohydrates;Sugar ;286
Italy;2019;Non-Animal;Oils & Fats ;;868
Italy;2019;Animal;Meat ;;444
Italy;2019;Non-Animal;Alcoholic Beverages ;;103
Italy;2019;Non-Animal;Carbohydrates;Starchy Roots and pulses ;61
Italy;2019;Animal;Dairy & Eggs ;;334
Italy;2019;Non-Animal;Fruit and Vegetables ;;281
Italy;2019;Non-Animal;Carbohydrates;Cereals and Grains ;1119
Italy;2020;Non-Animal;Alcoholic Beverages ;;104
Italy;2020;Non-Animal;Carbohydrates;Sugar ;294
Italy;2020;Non-Animal;Oils & Fats ;;888
Italy;2020;Non-Animal;Carbohydrates;Starchy Roots and pulses ;56
Italy;2020;Non-Animal;Carbohydrates;Cereals and Grains ;1120
Italy;2020;Animal;Meat ;;429
Italy;2020;Animal;Dairy & Eggs ;;333
Italy;2020;Non-Animal;Fruit and Vegetables ;;267
Italy;2021;Non-Animal;Carbohydrates;Cereals and Grains ;1133
Italy;2021;Non-Animal;Carbohydrates;Starchy Roots and pulses ;56,5
Italy;2021;Non-Animal;Fruit and Vegetables ;;248
Italy;2021;Non-Animal;Oils & Fats ;;890
Italy;2021;Animal;Meat ;;427
Italy;2021;Animal;Dairy & Eggs ;;331
Italy;2021;Non-Animal;Alcoholic Beverages ;;102
Italy;2021;Non-Animal;Carbohydrates;Sugar ;302
Italy;2022;Non-Animal;Alcoholic Beverages ;;101
Italy;2022;Non-Animal;Fruit and Vegetables ;;261
Italy;2022;Non-Animal;Carbohydrates;Cereals and Grains ;1147
Italy;2022;Non-Animal;Carbohydrates;Starchy Roots and pulses ;59
Italy;2022;Animal;Dairy & Eggs ;;324
Italy;2022;Non-Animal;Carbohydrates;Sugar ;308
Italy;2022;Non-Animal;Oils & Fats ;;875
Italy;2022;Animal;Meat ;;415
Latvia;2014;Non-Animal;Carbohydrates;Cereals and Grains ;847
Latvia;2014;Non-Animal;Carbohydrates;Starchy Roots and pulses ;111,5
Latvia;2014;Non-Animal;Fruit and Vegetables ;;141
Latvia;2014;Non-Animal;Oils & Fats ;;610
Latvia;2014;Animal;Meat ;;300
Latvia;2014;Animal;Dairy & Eggs ;;344
Latvia;2014;Non-Animal;Alcoholic Beverages ;;239
Latvia;2014;Non-Animal;Carbohydrates;Sugar ;351
Latvia;2015;Non-Animal;Alcoholic Beverages ;;247
Latvia;2015;Non-Animal;Fruit and Vegetables ;;141
Latvia;2015;Non-Animal;Carbohydrates;Cereals and Grains ;871
Latvia;2015;Non-Animal;Carbohydrates;Starchy Roots and pulses ;105,5
Latvia;2015;Animal;Dairy & Eggs ;;356
Latvia;2015;Non-Animal;Carbohydrates;Sugar ;286
Latvia;2015;Non-Animal;Oils & Fats ;;694
Latvia;2015;Animal;Meat ;;298
Latvia;2016;Animal;Dairy & Eggs ;;357
Latvia;2016;Non-Animal;Fruit and Vegetables ;;146
Latvia;2016;Non-Animal;Carbohydrates;Cereals and Grains ;888
Latvia;2016;Animal;Meat ;;332
Latvia;2016;Non-Animal;Alcoholic Beverages ;;265
Latvia;2016;Non-Animal;Carbohydrates;Sugar ;255
Latvia;2016;Non-Animal;Oils & Fats ;;632
Latvia;2016;Non-Animal;Carbohydrates;Starchy Roots and pulses ;90
Latvia;2017;Non-Animal;Carbohydrates;Cereals and Grains ;846
Latvia;2017;Non-Animal;Carbohydrates;Starchy Roots and pulses ;96,5
Latvia;2017;Animal;Meat ;;354
Latvia;2017;Animal;Dairy & Eggs ;;386
Latvia;2017;Non-Animal;Fruit and Vegetables ;;136
Latvia;2017;Non-Animal;Oils & Fats ;;574
Latvia;2017;Non-Animal;Alcoholic Beverages ;;247
Latvia;2017;Non-Animal;Carbohydrates;Sugar ;311
Latvia;2018;Non-Animal;Oils & Fats ;;579
Latvia;2018;Animal;Meat ;;352
Latvia;2018;Animal;Dairy & Eggs ;;383
Latvia;2018;Non-Animal;Carbohydrates;Sugar ;293
Latvia;2018;Non-Animal;Alcoholic Beverages ;;249
Latvia;2018;Non-Animal;Fruit and Vegetables ;;128
Latvia;2018;Non-Animal;Carbohydrates;Cereals and Grains ;849
Latvia;2018;Non-Animal;Carbohydrates;Starchy Roots and pulses ;123
Latvia;2019;Non-Animal;Carbohydrates;Sugar ;313
Latvia;2019;Non-Animal;Oils & Fats ;;582
Latvia;2019;Animal;Meat ;;350
Latvia;2019;Non-Animal;Alcoholic Beverages ;;212
Latvia;2019;Non-Animal;Carbohydrates;Starchy Roots and pulses ;106,5
Latvia;2019;Animal;Dairy & Eggs ;;367
Latvia;2019;Non-Animal;Fruit and Vegetables ;;129
Latvia;2019;Non-Animal;Carbohydrates;Cereals and Grains ;872
Latvia;2020;Non-Animal;Alcoholic Beverages ;;180
Latvia;2020;Non-Animal;Carbohydrates;Sugar ;324
Latvia;2020;Non-Animal;Oils & Fats ;;575
Latvia;2020;Non-Animal;Carbohydrates;Starchy Roots and pulses ;102,5
Latvia;2020;Non-Animal;Carbohydrates;Cereals and Grains ;924
Latvia;2020;Animal;Meat ;;354
Latvia;2020;Animal;Dairy & Eggs ;;353
Latvia;2020;Non-Animal;Fruit and Vegetables ;;134
Latvia;2021;Non-Animal;Carbohydrates;Cereals and Grains ;912
Latvia;2021;Non-Animal;Carbohydrates;Starchy Roots and pulses ;111,5
Latvia;2021;Non-Animal;Fruit and Vegetables ;;132
Latvia;2021;Non-Animal;Oils & Fats ;;584
Latvia;2021;Animal;Meat ;;332
Latvia;2021;Animal;Dairy & Eggs ;;328
Latvia;2021;Non-Animal;Alcoholic Beverages ;;162
Latvia;2021;Non-Animal;Carbohydrates;Sugar ;349
Latvia;2022;Non-Animal;Alcoholic Beverages ;;184
Latvia;2022;Non-Animal;Fruit and Vegetables ;;140
Latvia;2022;Non-Animal;Carbohydrates;Cereals and Grains ;941
Latvia;2022;Non-Animal;Carbohydrates;Starchy Roots and pulses ;107
Latvia;2022;Animal;Dairy & Eggs ;;314
Latvia;2022;Non-Animal;Carbohydrates;Sugar ;371
Latvia;2022;Non-Animal;Oils & Fats ;;595
Latvia;2022;Animal;Meat ;;321
Lithuania;2014;Non-Animal;Carbohydrates;Cereals and Grains ;1203
Lithuania;2014;Non-Animal;Carbohydrates;Starchy Roots and pulses ;122,5
Lithuania;2014;Non-Animal;Fruit and Vegetables ;;167
Lithuania;2014;Non-Animal;Oils & Fats ;;369
Lithuania;2014;Animal;Meat ;;446
Lithuania;2014;Animal;Dairy & Eggs ;;405
Lithuania;2014;Non-Animal;Alcoholic Beverages ;;233
Lithuania;2014;Non-Animal;Carbohydrates;Sugar ;349
Lithuania;2015;Non-Animal;Alcoholic Beverages ;;262
Lithuania;2015;Non-Animal;Fruit and Vegetables ;;189
Lithuania;2015;Non-Animal;Carbohydrates;Cereals and Grains ;1146
Lithuania;2015;Non-Animal;Carbohydrates;Starchy Roots and pulses ;108
Lithuania;2015;Animal;Dairy & Eggs ;;396
Lithuania;2015;Non-Animal;Carbohydrates;Sugar ;384
Lithuania;2015;Non-Animal;Oils & Fats ;;376
Lithuania;2015;Animal;Meat ;;462
Lithuania;2016;Animal;Dairy & Eggs ;;367
Lithuania;2016;Non-Animal;Fruit and Vegetables ;;186
Lithuania;2016;Non-Animal;Carbohydrates;Cereals and Grains ;1235
Lithuania;2016;Animal;Meat ;;503
Lithuania;2016;Non-Animal;Alcoholic Beverages ;;242
Lithuania;2016;Non-Animal;Carbohydrates;Sugar ;393
Lithuania;2016;Non-Animal;Oils & Fats ;;379
Lithuania;2016;Non-Animal;Carbohydrates;Starchy Roots and pulses ;105,5
Lithuania;2017;Non-Animal;Carbohydrates;Cereals and Grains ;1155
Lithuania;2017;Non-Animal;Carbohydrates;Starchy Roots and pulses ;104
Lithuania;2017;Animal;Meat ;;542
Lithuania;2017;Animal;Dairy & Eggs ;;369
Lithuania;2017;Non-Animal;Fruit and Vegetables ;;143
Lithuania;2017;Non-Animal;Oils & Fats ;;365
Lithuania;2017;Non-Animal;Alcoholic Beverages ;;274
Lithuania;2017;Non-Animal;Carbohydrates;Sugar ;421
Lithuania;2018;Non-Animal;Oils & Fats ;;371
Lithuania;2018;Animal;Meat ;;502
Lithuania;2018;Animal;Dairy & Eggs ;;360
Lithuania;2018;Non-Animal;Carbohydrates;Sugar ;406
Lithuania;2018;Non-Animal;Alcoholic Beverages ;;236
Lithuania;2018;Non-Animal;Fruit and Vegetables ;;142
Lithuania;2018;Non-Animal;Carbohydrates;Cereals and Grains ;1171
Lithuania;2018;Non-Animal;Carbohydrates;Starchy Roots and pulses ;121
Lithuania;2019;Non-Animal;Carbohydrates;Sugar ;359
Lithuania;2019;Non-Animal;Oils & Fats ;;393
Lithuania;2019;Animal;Meat ;;483
Lithuania;2019;Non-Animal;Alcoholic Beverages ;;253
Lithuania;2019;Non-Animal;Carbohydrates;Starchy Roots and pulses ;100,5
Lithuania;2019;Animal;Dairy & Eggs ;;354
Lithuania;2019;Non-Animal;Fruit and Vegetables ;;113
Lithuania;2019;Non-Animal;Carbohydrates;Cereals and Grains ;1139
Lithuania;2020;Non-Animal;Alcoholic Beverages ;;281
Lithuania;2020;Non-Animal;Carbohydrates;Sugar ;387
Lithuania;2020;Non-Animal;Oils & Fats ;;431
Lithuania;2020;Non-Animal;Carbohydrates;Starchy Roots and pulses ;102,5
Lithuania;2020;Non-Animal;Carbohydrates;Cereals and Grains ;1148
Lithuania;2020;Animal;Meat ;;478
Lithuania;2020;Animal;Dairy & Eggs ;;319
Lithuania;2020;Non-Animal;Fruit and Vegetables ;;123
Lithuania;2021;Non-Animal;Carbohydrates;Cereals and Grains ;1136
Lithuania;2021;Non-Animal;Carbohydrates;Starchy Roots and pulses ;110,5
Lithuania;2021;Non-Animal;Fruit and Vegetables ;;139
Lithuania;2021;Non-Animal;Oils & Fats ;;392
Lithuania;2021;Animal;Meat ;;479
Lithuania;2021;Animal;Dairy & Eggs ;;314
Lithuania;2021;Non-Animal;Alcoholic Beverages ;;279
Lithuania;2021;Non-Animal;Carbohydrates;Sugar ;395
Lithuania;2022;Non-Animal;Alcoholic Beverages ;;287
Lithuania;2022;Non-Animal;Fruit and Vegetables ;;128
Lithuania;2022;Non-Animal;Carbohydrates;Cereals and Grains ;1166
Lithuania;2022;Non-Animal;Carbohydrates;Starchy Roots and pulses ;102,5
Lithuania;2022;Animal;Dairy & Eggs ;;340
Lithuania;2022;Non-Animal;Carbohydrates;Sugar ;407
Lithuania;2022;Non-Animal;Oils & Fats ;;363
Lithuania;2022;Animal;Meat ;;485
Luxembourg;2014;Non-Animal;Carbohydrates;Cereals and Grains ;772
Luxembourg;2014;Non-Animal;Carbohydrates;Starchy Roots and pulses ;45
Luxembourg;2014;Non-Animal;Fruit and Vegetables ;;215
Luxembourg;2014;Non-Animal;Oils & Fats ;;413
Luxembourg;2014;Animal;Meat ;;657
Luxembourg;2014;Animal;Dairy & Eggs ;;533
Luxembourg;2014;Non-Animal;Alcoholic Beverages ;;364
Luxembourg;2014;Non-Animal;Carbohydrates;Sugar ;296
Luxembourg;2015;Non-Animal;Alcoholic Beverages ;;370
Luxembourg;2015;Non-Animal;Fruit and Vegetables ;;222
Luxembourg;2015;Non-Animal;Carbohydrates;Cereals and Grains ;825
Luxembourg;2015;Non-Animal;Carbohydrates;Starchy Roots and pulses ;46,5
Luxembourg;2015;Animal;Dairy & Eggs ;;505
Luxembourg;2015;Non-Animal;Carbohydrates;Sugar ;298
Luxembourg;2015;Non-Animal;Oils & Fats ;;388
Luxembourg;2015;Animal;Meat ;;645
Luxembourg;2016;Animal;Dairy & Eggs ;;448
Luxembourg;2016;Non-Animal;Fruit and Vegetables ;;216
Luxembourg;2016;Non-Animal;Carbohydrates;Cereals and Grains ;864
Luxembourg;2016;Animal;Meat ;;632
Luxembourg;2016;Non-Animal;Alcoholic Beverages ;;377
Luxembourg;2016;Non-Animal;Carbohydrates;Sugar ;295
Luxembourg;2016;Non-Animal;Oils & Fats ;;410
Luxembourg;2016;Non-Animal;Carbohydrates;Starchy Roots and pulses ;47,5
Luxembourg;2017;Non-Animal;Carbohydrates;Cereals and Grains ;895
Luxembourg;2017;Non-Animal;Carbohydrates;Starchy Roots and pulses ;41,5
Luxembourg;2017;Animal;Meat ;;648
Luxembourg;2017;Animal;Dairy & Eggs ;;413
Luxembourg;2017;Non-Animal;Fruit and Vegetables ;;230
Luxembourg;2017;Non-Animal;Oils & Fats ;;433
Luxembourg;2017;Non-Animal;Alcoholic Beverages ;;360
Luxembourg;2017;Non-Animal;Carbohydrates;Sugar ;296
Luxembourg;2018;Non-Animal;Oils & Fats ;;435
Luxembourg;2018;Animal;Meat ;;609
Luxembourg;2018;Animal;Dairy & Eggs ;;420
Luxembourg;2018;Non-Animal;Carbohydrates;Sugar ;303
Luxembourg;2018;Non-Animal;Alcoholic Beverages ;;361
Luxembourg;2018;Non-Animal;Fruit and Vegetables ;;195
Luxembourg;2018;Non-Animal;Carbohydrates;Cereals and Grains ;930
Luxembourg;2018;Non-Animal;Carbohydrates;Starchy Roots and pulses ;50,5
Luxembourg;2019;Non-Animal;Carbohydrates;Sugar ;298
Luxembourg;2019;Non-Animal;Oils & Fats ;;418
Luxembourg;2019;Animal;Meat ;;618
Luxembourg;2019;Non-Animal;Alcoholic Beverages ;;346
Luxembourg;2019;Non-Animal;Carbohydrates;Starchy Roots and pulses ;54,5
Luxembourg;2019;Animal;Dairy & Eggs ;;394
Luxembourg;2019;Non-Animal;Fruit and Vegetables ;;229
Luxembourg;2019;Non-Animal;Carbohydrates;Cereals and Grains ;940
Luxembourg;2020;Non-Animal;Alcoholic Beverages ;;340
Luxembourg;2020;Non-Animal;Carbohydrates;Sugar ;294
Luxembourg;2020;Non-Animal;Oils & Fats ;;408
Luxembourg;2020;Non-Animal;Carbohydrates;Starchy Roots and pulses ;54,5
Luxembourg;2020;Non-Animal;Carbohydrates;Cereals and Grains ;937
Luxembourg;2020;Animal;Meat ;;607
Luxembourg;2020;Animal;Dairy & Eggs ;;418
Luxembourg;2020;Non-Animal;Fruit and Vegetables ;;245
Luxembourg;2021;Non-Animal;Carbohydrates;Cereals and Grains ;938
Luxembourg;2021;Non-Animal;Carbohydrates;Starchy Roots and pulses ;55
Luxembourg;2021;Non-Animal;Fruit and Vegetables ;;239
Luxembourg;2021;Non-Animal;Oils & Fats ;;392
Luxembourg;2021;Animal;Meat ;;634
Luxembourg;2021;Animal;Dairy & Eggs ;;434
Luxembourg;2021;Non-Animal;Alcoholic Beverages ;;318
Luxembourg;2021;Non-Animal;Carbohydrates;Sugar ;300
Luxembourg;2022;Non-Animal;Alcoholic Beverages ;;306
Luxembourg;2022;Non-Animal;Fruit and Vegetables ;;236
Luxembourg;2022;Non-Animal;Carbohydrates;Cereals and Grains ;924
Luxembourg;2022;Non-Animal;Carbohydrates;Starchy Roots and pulses ;52
Luxembourg;2022;Animal;Dairy & Eggs ;;424
Luxembourg;2022;Non-Animal;Carbohydrates;Sugar ;320
Luxembourg;2022;Non-Animal;Oils & Fats ;;401
Luxembourg;2022;Animal;Meat ;;634
Malta;2014;Non-Animal;Carbohydrates;Cereals and Grains ;1118
Malta;2014;Non-Animal;Carbohydrates;Starchy Roots and pulses ;79
Malta;2014;Non-Animal;Fruit and Vegetables ;;264
Malta;2014;Non-Animal;Oils & Fats ;;417
Malta;2014;Animal;Meat ;;377
Malta;2014;Animal;Dairy & Eggs ;;331
Malta;2014;Non-Animal;Alcoholic Beverages ;;93
Malta;2014;Non-Animal;Carbohydrates;Sugar ;526
Malta;2015;Non-Animal;Alcoholic Beverages ;;103
Malta;2015;Non-Animal;Fruit and Vegetables ;;266
Malta;2015;Non-Animal;Carbohydrates;Cereals and Grains ;1105
Malta;2015;Non-Animal;Carbohydrates;Starchy Roots and pulses ;73
Malta;2015;Animal;Dairy & Eggs ;;336
Malta;2015;Non-Animal;Carbohydrates;Sugar ;485
Malta;2015;Non-Animal;Oils & Fats ;;450
Malta;2015;Animal;Meat ;;381
Malta;2016;Animal;Dairy & Eggs ;;345
Malta;2016;Non-Animal;Fruit and Vegetables ;;240
Malta;2016;Non-Animal;Carbohydrates;Cereals and Grains ;1138
Malta;2016;Animal;Meat ;;414
Malta;2016;Non-Animal;Alcoholic Beverages ;;104
Malta;2016;Non-Animal;Carbohydrates;Sugar ;485
Malta;2016;Non-Animal;Oils & Fats ;;410
Malta;2016;Non-Animal;Carbohydrates;Starchy Roots and pulses ;72
Malta;2017;Non-Animal;Carbohydrates;Cereals and Grains ;1044
Malta;2017;Non-Animal;Carbohydrates;Starchy Roots and pulses ;78,5
Malta;2017;Animal;Meat ;;394
Malta;2017;Animal;Dairy & Eggs ;;362
Malta;2017;Non-Animal;Fruit and Vegetables ;;253
Malta;2017;Non-Animal;Oils & Fats ;;429
Malta;2017;Non-Animal;Alcoholic Beverages ;;109
Malta;2017;Non-Animal;Carbohydrates;Sugar ;543
Malta;2018;Non-Animal;Oils & Fats ;;452
Malta;2018;Animal;Meat ;;384
Malta;2018;Animal;Dairy & Eggs ;;327
Malta;2018;Non-Animal;Carbohydrates;Sugar ;567
Malta;2018;Non-Animal;Alcoholic Beverages ;;108
Malta;2018;Non-Animal;Fruit and Vegetables ;;248
Malta;2018;Non-Animal;Carbohydrates;Cereals and Grains ;1067
Malta;2018;Non-Animal;Carbohydrates;Starchy Roots and pulses ;69
Malta;2019;Non-Animal;Carbohydrates;Sugar ;565
Malta;2019;Non-Animal;Oils & Fats ;;431
Malta;2019;Animal;Meat ;;384
